edad,prefiere_tipo,nivel_actividad,vive_en_departamento,acompañante,tiempo_libre,ingresos_mensuales,adopta
61,perro,alto,1,amigo,2.8,2900.0,1
53,perro,medio,1,solo,3.9,1537.0,1
21,gato,bajo,0,solo,3.4,1202.0,0
22,ambos,bajo,1,familia,2.4,2216.0,0
54,ambos,alto,1,solo,4.3,1946.0,1
25,perro,bajo,1,solo,1.6,2380.0,0
59,perro,bajo,1,amigo,2.9,1981.0,0
45,gato,alto,1,solo,4.0,,1
48,gato,medio,1,familia,2.3,1948.0,1
26,perro,alto,1,solo,3.3,2020.0,1
46,ambos,medio,1,familia,3.5,1787.0,1
31,gato,bajo,1,solo,2.1,1858.0,1
57,ambos,alto,0,solo,2.9,1717.0,1
58,ambos,bajo,1,familia,2.8,2600.0,0
39,ambos,medio,1,amigo,2.4,2136.0,0
28,gato,medio,1,solo,5.3,3580.0,1
40,gato,bajo,1,solo,2.2,2112.0,1
18,perro,medio,1,amigo,4.0,1614.0,1
63,gato,bajo,1,amigo,2.6,3869.0,1
54,perro,medio,0,familia,1.9,2290.0,0
38,gato,medio,1,familia,3.1,2693.0,1
43,perro,alto,0,amigo,3.6,2414.0,1
63,perro,alto,0,solo,3.9,2436.0,1
53,perro,bajo,1,solo,4.6,2375.0,1
40,perro,medio,1,amigo,5.9,1229.0,1
18,ambos,medio,1,solo,3.3,2257.0,1
57,ambos,bajo,0,solo,2.3,1073.0,0
32,gato,alto,0,solo,3.5,1878.0,1
38,perro,alto,1,solo,2.7,1492.0,0
64,perro,bajo,1,solo,3.9,2250.0,1
26,perro,medio,0,solo,1.7,2234.0,1
26,perro,bajo,1,familia,5.4,2337.0,1
27,ambos,medio,1,solo,3.9,2201.0,1
43,perro,bajo,1,solo,1.3,1575.0,1
58,perro,alto,1,solo,2.3,1817.0,1
52,perro,alto,0,amigo,3.8,2644.0,1
42,perro,medio,1,solo,4.2,2747.0,1
43,gato,medio,1,amigo,1.7,,1
28,gato,alto,0,familia,3.7,928.0,1
55,perro,medio,1,solo,1.1,1491.0,0
19,perro,bajo,1,solo,2.9,2732.0,0
24,perro,medio,1,solo,4.1,2850.0,1
35,perro,alto,0,familia,2.4,1353.0,0
44,perro,medio,0,familia,1.5,2215.0,0
51,ambos,medio,0,familia,3.1,3284.0,1
44,gato,alto,1,solo,2.4,,1
34,gato,alto,1,familia,3.6,,1
60,gato,alto,0,solo,2.1,2699.0,1
61,gato,bajo,1,solo,2.2,1363.0,1
41,gato,medio,1,familia,1.0,1867.0,1
42,gato,alto,1,familia,3.2,2024.0,1
24,ambos,alto,1,solo,2.8,2073.0,1
23,perro,medio,1,solo,1.8,2641.0,0
41,gato,bajo,1,solo,3.2,2286.0,1
50,gato,alto,1,solo,4.0,-55.0,1
46,ambos,alto,0,solo,2.8,1081.0,1
60,gato,bajo,0,familia,3.3,469.0,0
39,gato,medio,0,amigo,3.3,2123.0,0
43,perro,bajo,1,familia,1.8,2168.0,0
45,gato,medio,0,familia,5.1,2198.0,0
38,perro,bajo,0,amigo,2.5,1329.0,0
24,perro,medio,1,familia,3.7,2472.0,1
34,perro,medio,0,amigo,3.8,2501.0,1
37,gato,medio,0,solo,2.9,1121.0,0
58,perro,medio,0,amigo,3.6,974.0,1
37,perro,alto,1,amigo,3.2,2000.0,1
39,ambos,bajo,0,familia,1.6,3254.0,0
45,perro,bajo,1,familia,2.7,,1
57,gato,alto,1,solo,2.4,2394.0,1
24,gato,bajo,1,familia,2.5,1489.0,1
18,perro,alto,1,solo,1.7,2621.0,1
49,ambos,alto,1,familia,4.1,1683.0,1
30,perro,medio,0,solo,4.6,1463.0,1
47,gato,alto,0,solo,4.0,499.0,0
40,gato,bajo,0,solo,4.3,2072.0,1
36,gato,medio,0,amigo,2.7,1559.0,0
49,gato,medio,0,solo,2.4,2068.0,0
47,perro,medio,0,familia,2.2,390.0,0
46,perro,alto,1,solo,3.6,2119.0,1
62,ambos,bajo,1,familia,3.2,298.0,1
46,gato,medio,0,familia,2.9,2762.0,1
47,ambos,medio,1,solo,4.3,2365.0,1
33,ambos,medio,0,solo,3.4,1805.0,1
57,ambos,bajo,0,familia,2.2,2394.0,0
36,gato,medio,1,amigo,2.3,1315.0,1
35,perro,alto,0,amigo,3.7,2051.0,1
18,ambos,bajo,0,solo,4.0,2556.0,1
31,gato,alto,1,solo,3.6,-166.0,1
64,perro,medio,1,familia,4.9,1687.0,1
19,ambos,alto,1,solo,4.6,1984.0,1
45,ambos,alto,0,solo,3.4,1863.0,1
47,gato,bajo,1,solo,2.2,3020.0,1
55,perro,medio,1,familia,1.7,,0
21,perro,alto,1,familia,2.6,1565.0,1
18,ambos,medio,1,solo,3.8,659.0,1
25,ambos,alto,1,solo,4.8,3057.0,1
46,perro,medio,0,solo,3.4,1828.0,1
56,perro,bajo,1,solo,4.2,1693.0,1
20,ambos,medio,1,solo,2.8,1963.0,0
49,perro,alto,1,familia,3.6,2445.0,1
27,gato,medio,1,solo,3.8,,1
27,ambos,alto,1,solo,1.0,,0
36,perro,alto,1,familia,2.6,2318.0,1
63,gato,medio,1,solo,3.9,1674.0,1
51,perro,bajo,1,amigo,3.3,1607.0,1
50,perro,alto,1,solo,1.8,1725.0,1
40,ambos,medio,0,solo,0.6,949.0,0
45,gato,alto,0,familia,2.6,2028.0,1
49,ambos,medio,1,amigo,2.9,2548.0,1
24,gato,medio,1,solo,2.1,1571.0,1
46,perro,alto,1,amigo,3.1,1435.0,1
25,perro,medio,1,familia,3.5,3061.0,1
18,perro,medio,0,solo,3.7,1001.0,1
20,perro,medio,0,amigo,0.6,553.0,0
41,perro,medio,1,familia,1.7,1193.0,0
40,perro,medio,0,solo,2.7,922.0,1
25,gato,alto,0,familia,3.6,2270.0,1
64,ambos,medio,0,amigo,3.5,1748.0,1
54,gato,medio,0,amigo,3.5,1846.0,1
20,ambos,medio,1,solo,2.6,,0
50,perro,bajo,0,solo,2.7,1516.0,0
45,perro,bajo,1,amigo,2.3,2543.0,0
64,gato,alto,0,solo,3.8,3058.0,1
25,gato,alto,1,solo,2.1,1681.0,1
51,perro,medio,0,solo,3.9,,1
52,ambos,medio,1,solo,3.2,1831.0,1
49,ambos,bajo,1,familia,3.0,2647.0,1
41,gato,medio,0,solo,2.3,900.0,1
31,perro,medio,1,familia,1.6,848.0,1
49,ambos,medio,1,solo,2.4,,1
63,gato,medio,1,amigo,2.7,1378.0,1
60,ambos,bajo,0,solo,0.6,1638.0,0
33,ambos,bajo,1,familia,2.8,,0
21,ambos,alto,1,familia,3.9,2504.0,1
54,gato,medio,0,solo,3.6,1715.0,0
38,perro,medio,0,familia,2.5,,0
31,gato,bajo,1,solo,3.0,,1
48,gato,bajo,1,amigo,2.4,1462.0,1
35,ambos,alto,1,familia,3.1,1346.0,1
24,perro,medio,1,familia,4.5,871.0,1
27,perro,medio,1,familia,4.0,2049.0,1
24,ambos,bajo,0,solo,3.5,1602.0,1
50,ambos,alto,0,solo,2.5,2676.0,1
40,ambos,bajo,1,solo,3.7,987.0,1
38,ambos,bajo,1,amigo,1.3,1621.0,1
36,gato,medio,0,familia,2.7,3269.0,0
36,gato,bajo,1,solo,3.6,,1
53,ambos,bajo,1,amigo,3.7,1834.0,1
46,gato,medio,1,solo,3.7,,1
35,gato,medio,1,solo,3.3,,1
19,perro,alto,1,amigo,2.8,3083.0,1
18,gato,medio,0,solo,3.5,2120.0,0
64,ambos,bajo,1,familia,2.0,2094.0,1
22,perro,bajo,1,solo,2.2,813.0,0
37,perro,alto,1,familia,3.1,2251.0,1
28,perro,medio,1,solo,3.2,2810.0,1
59,perro,alto,1,solo,1.2,2805.0,1
19,perro,bajo,0,amigo,3.5,2468.0,1
20,gato,medio,0,familia,3.8,1209.0,0
40,ambos,bajo,1,solo,2.9,2219.0,1
29,gato,medio,0,solo,5.4,2467.0,1
37,perro,alto,0,amigo,2.3,744.0,1
22,perro,alto,1,solo,2.6,1215.0,0
54,gato,medio,1,familia,2.6,2622.0,1
55,perro,medio,0,familia,2.9,2613.0,0
47,ambos,alto,1,solo,2.7,916.0,0
26,gato,medio,1,solo,1.6,,1
51,ambos,bajo,1,familia,2.5,2067.0,0
61,perro,medio,1,solo,2.9,2547.0,0
52,gato,bajo,1,amigo,4.2,1556.0,1
39,perro,medio,0,solo,5.2,2452.0,1
61,ambos,medio,0,amigo,4.3,2591.0,1
41,gato,medio,1,solo,2.2,1754.0,1
34,perro,medio,1,familia,2.3,2012.0,1
27,perro,bajo,1,solo,2.8,,0
47,perro,medio,1,solo,4.8,3156.0,1
63,gato,alto,1,familia,2.8,1916.0,1
40,perro,medio,1,solo,1.7,1355.0,0
49,gato,medio,0,solo,2.5,1499.0,1
34,perro,alto,0,solo,3.8,2089.0,1
34,gato,alto,1,solo,3.7,2527.0,1
31,ambos,bajo,0,familia,2.8,1065.0,1
26,ambos,bajo,0,familia,3.7,3293.0,1
57,ambos,alto,1,solo,0.7,2216.0,1
19,perro,alto,1,familia,3.1,2327.0,1
62,perro,alto,1,amigo,3.9,1932.0,1
42,gato,alto,0,familia,2.2,2013.0,1
56,perro,medio,0,solo,2.2,1896.0,0
26,gato,medio,0,amigo,1.1,2712.0,1
39,perro,bajo,1,amigo,4.6,1994.0,1
60,perro,bajo,0,solo,2.3,2537.0,1
63,perro,medio,1,solo,3.2,1696.0,1
21,ambos,medio,1,solo,3.6,2137.0,1
43,perro,medio,1,familia,4.5,1437.0,1
46,gato,alto,0,solo,2.8,,1
62,perro,bajo,1,familia,2.5,1416.0,1
51,gato,medio,1,solo,3.2,1773.0,1
40,perro,bajo,1,amigo,4.3,1780.0,1
54,ambos,medio,1,familia,2.8,1752.0,1
28,ambos,alto,0,amigo,2.0,2506.0,1
23,perro,medio,1,familia,1.5,1778.0,0
35,ambos,alto,0,familia,1.8,2976.0,1
38,ambos,bajo,0,solo,3.9,1427.0,1
59,ambos,medio,0,amigo,2.7,2119.0,0
53,ambos,medio,1,solo,2.4,1457.0,0
58,perro,medio,1,amigo,2.3,2295.0,0
55,gato,alto,0,solo,3.1,1989.0,1
51,perro,medio,1,familia,2.8,1891.0,0
34,perro,alto,0,amigo,2.7,2832.0,1
54,ambos,bajo,1,solo,4.3,1542.0,1
42,perro,alto,0,solo,4.5,2411.0,1
55,ambos,bajo,0,familia,1.4,1462.0,0
29,ambos,alto,1,solo,3.3,2079.0,1
40,ambos,medio,0,solo,2.2,1163.0,0
59,ambos,medio,1,solo,2.8,1536.0,1
39,perro,medio,0,familia,3.3,1942.0,1
38,perro,alto,1,familia,2.8,3270.0,1
44,gato,bajo,0,amigo,3.2,2071.0,1
48,perro,medio,1,familia,3.7,,1
23,perro,alto,1,solo,3.3,2154.0,1
44,perro,medio,0,familia,2.4,,0
57,ambos,bajo,1,solo,2.4,3078.0,0
51,gato,medio,0,solo,1.6,2306.0,1
29,perro,medio,1,solo,2.1,1550.0,1
62,gato,alto,0,amigo,5.0,2329.0,1
24,perro,alto,1,familia,2.2,1795.0,1
27,perro,medio,1,solo,1.8,608.0,1
62,ambos,alto,1,familia,3.3,2655.0,1
34,gato,medio,1,solo,2.9,,1
43,ambos,bajo,1,solo,2.8,3287.0,1
38,perro,bajo,1,solo,4.4,2296.0,1
45,ambos,medio,1,amigo,3.5,1826.0,1
63,gato,bajo,1,familia,2.5,2584.0,1
19,gato,alto,0,solo,2.6,2595.0,1
60,gato,alto,1,amigo,2.5,,1
18,ambos,bajo,1,solo,3.9,1969.0,1
53,gato,medio,1,amigo,2.7,1884.0,1
43,gato,alto,1,familia,1.2,1499.0,1
46,ambos,alto,0,solo,3.0,2376.0,1
38,ambos,alto,1,familia,1.5,916.0,1
28,gato,medio,0,amigo,5.2,2543.0,0
57,ambos,alto,0,solo,2.0,2411.0,1
28,perro,medio,0,familia,2.8,2410.0,0
53,perro,medio,1,solo,3.3,,1
56,gato,bajo,0,solo,2.7,3073.0,1
57,ambos,bajo,0,solo,2.7,2610.0,0
52,ambos,medio,1,solo,3.4,1575.0,1
51,perro,bajo,0,familia,4.5,1588.0,1
64,gato,bajo,0,amigo,3.8,1384.0,1
41,perro,alto,0,familia,4.5,2386.0,1
39,ambos,bajo,0,solo,2.0,1300.0,0
22,ambos,medio,1,solo,3.3,2758.0,1
50,gato,medio,0,solo,3.2,2926.0,1
53,ambos,alto,1,amigo,3.4,1385.0,1
64,ambos,medio,1,familia,4.4,1870.0,1
37,gato,bajo,0,amigo,2.8,2012.0,0
36,perro,medio,0,solo,2.6,2619.0,0
52,gato,alto,1,familia,3.5,3127.0,1
60,gato,alto,1,familia,1.2,820.0,1
34,gato,medio,0,solo,2.8,1777.0,0
62,perro,medio,0,familia,2.9,1814.0,1
60,ambos,alto,1,solo,2.1,1020.0,0
51,perro,bajo,0,solo,4.1,1660.0,1
26,gato,medio,0,solo,1.9,2299.0,1
43,gato,medio,1,solo,2.9,1805.0,1
19,gato,bajo,1,solo,3.3,919.0,1
26,gato,medio,0,solo,4.4,4012.0,1
26,perro,bajo,1,solo,3.0,,1
57,perro,medio,0,familia,3.9,2078.0,1
34,gato,alto,1,familia,3.7,1231.0,1
18,gato,bajo,1,familia,3.1,2182.0,1
42,perro,alto,1,solo,1.9,,1
60,ambos,bajo,1,solo,1.6,678.0,1
57,gato,medio,1,solo,3.1,1251.0,1
59,gato,bajo,1,solo,2.5,2556.0,1
42,ambos,alto,1,amigo,3.9,3361.0,1
56,perro,alto,0,amigo,3.7,2257.0,1
52,perro,medio,1,familia,2.8,2772.0,0
20,ambos,alto,1,amigo,1.8,1891.0,1
54,gato,medio,1,solo,3.5,1939.0,1
61,gato,alto,0,solo,2.0,2764.0,1
61,ambos,alto,1,amigo,2.2,3164.0,1
47,ambos,alto,1,solo,2.0,2911.0,1
55,ambos,medio,1,solo,2.9,1254.0,0
51,gato,bajo,1,solo,4.2,1953.0,1
29,gato,medio,0,solo,3.0,2194.0,0
36,gato,bajo,0,solo,2.6,1818.0,1
54,perro,medio,0,familia,1.5,2272.0,1
61,gato,medio,0,familia,3.6,2574.0,0
34,perro,medio,1,solo,2.2,2702.0,0
27,ambos,bajo,1,solo,3.1,3180.0,1
64,gato,bajo,1,familia,2.6,1769.0,1
29,gato,medio,1,solo,3.8,1045.0,1
33,perro,alto,0,solo,2.8,2251.0,1
41,perro,medio,0,solo,2.9,3319.0,0
36,perro,medio,0,solo,3.5,1666.0,1
25,gato,alto,0,familia,5.1,2481.0,1
48,perro,medio,1,familia,3.9,2487.0,1
38,gato,bajo,0,solo,2.9,,0
34,ambos,medio,0,solo,3.0,2005.0,1
40,ambos,bajo,0,solo,2.5,1354.0,0
54,gato,alto,1,solo,2.1,403.0,1
33,perro,bajo,1,familia,2.4,,0
23,ambos,medio,1,amigo,2.2,1727.0,0
25,ambos,bajo,1,amigo,3.7,,1
42,perro,bajo,1,familia,1.9,1928.0,0
35,ambos,alto,0,familia,4.3,1637.0,1
42,perro,bajo,1,familia,3.8,1376.0,1
29,ambos,bajo,1,solo,3.0,2460.0,1
32,ambos,medio,1,solo,3.0,,1
43,perro,bajo,1,amigo,2.4,2744.0,0
58,ambos,bajo,0,solo,3.3,2424.0,1
62,gato,alto,1,familia,4.1,967.0,1
43,ambos,alto,0,amigo,2.3,1754.0,1
64,gato,alto,1,familia,1.5,3363.0,1
49,ambos,alto,0,solo,3.7,2785.0,1
27,perro,medio,0,familia,3.3,924.0,1
33,perro,bajo,1,solo,1.9,1961.0,0
24,perro,alto,1,familia,2.3,2254.0,1
34,ambos,alto,0,solo,2.1,1466.0,0
40,ambos,alto,1,amigo,2.3,384.0,0
43,ambos,medio,1,familia,2.7,,0
38,ambos,bajo,0,solo,2.7,1449.0,0
39,perro,alto,1,solo,2.3,1451.0,0
24,perro,alto,1,familia,2.2,1752.0,1
31,perro,alto,1,solo,2.8,1906.0,1
32,perro,bajo,0,amigo,3.2,1994.0,1
24,perro,bajo,0,solo,2.7,1381.0,0
26,gato,bajo,1,familia,4.2,,1
25,perro,alto,1,amigo,3.5,770.0,1
40,perro,bajo,1,solo,1.4,2218.0,1
46,perro,bajo,0,solo,3.5,1.0,1
35,perro,alto,1,amigo,3.6,1797.0,1
48,ambos,bajo,1,solo,2.6,2643.0,0
47,ambos,alto,0,solo,1.5,,0
56,ambos,medio,1,amigo,3.0,2502.0,1
52,gato,alto,1,solo,3.0,2809.0,1
35,perro,medio,0,solo,1.9,-316.0,0
59,ambos,alto,1,amigo,1.5,1894.0,1
56,perro,alto,0,solo,2.9,-13.0,0
34,perro,bajo,1,solo,2.8,,1
31,perro,bajo,1,solo,2.6,1995.0,0
48,perro,bajo,1,amigo,2.9,262.0,0
41,perro,medio,1,amigo,1.9,3347.0,0
52,perro,alto,1,familia,2.6,2200.0,1
61,gato,medio,0,solo,3.5,1406.0,0
62,perro,medio,1,solo,2.7,3026.0,0
51,perro,bajo,0,solo,1.3,743.0,0
20,ambos,alto,0,solo,2.5,1140.0,0
54,perro,alto,0,familia,1.9,390.0,0
60,perro,bajo,1,solo,3.3,3261.0,1
57,ambos,medio,0,solo,3.3,2233.0,1
43,perro,bajo,0,solo,1.3,2462.0,0
40,perro,medio,0,amigo,3.8,2211.0,1
61,gato,medio,0,amigo,1.9,2402.0,1
56,perro,bajo,1,amigo,4.6,2055.0,1
32,gato,medio,1,familia,3.0,2190.0,1
21,ambos,medio,0,solo,1.8,2075.0,0
46,perro,medio,1,solo,1.9,1574.0,0
39,gato,medio,1,solo,3.3,1967.0,1
42,gato,bajo,1,amigo,2.6,2192.0,1
30,perro,alto,1,amigo,2.9,2077.0,1
35,gato,alto,1,amigo,4.6,966.0,1
50,perro,medio,0,amigo,2.3,1059.0,0
33,gato,bajo,1,amigo,3.1,2758.0,1
62,perro,alto,1,familia,4.4,1785.0,1
59,gato,alto,1,amigo,3.3,2409.0,1
61,perro,bajo,1,familia,1.4,1236.0,0
19,ambos,medio,0,solo,3.5,969.0,1
52,perro,bajo,1,amigo,1.8,1409.0,1
59,gato,medio,1,familia,4.4,1844.0,1
51,gato,bajo,0,solo,2.2,1534.0,0
47,ambos,medio,0,familia,6.0,2906.0,1
30,gato,medio,1,familia,4.5,2126.0,1
30,gato,medio,1,solo,2.2,3294.0,1
35,ambos,medio,1,amigo,3.0,2283.0,1
49,ambos,medio,1,solo,3.8,311.0,1
49,perro,medio,1,familia,3.8,2739.0,1
52,gato,bajo,0,familia,3.4,943.0,0
56,ambos,bajo,0,solo,4.3,2161.0,1
63,ambos,alto,0,solo,2.9,1458.0,0
46,ambos,bajo,0,amigo,2.6,3500.0,0
46,perro,alto,0,solo,2.7,3008.0,1
61,perro,alto,1,solo,3.9,,1
33,gato,bajo,1,amigo,3.4,1911.0,1
61,ambos,medio,0,solo,3.3,2171.0,1
64,gato,medio,0,solo,3.8,2604.0,0
27,gato,alto,0,familia,0.9,,1
47,ambos,alto,1,familia,3.3,1283.0,1
42,perro,alto,0,familia,3.2,1498.0,1
56,ambos,bajo,0,familia,4.7,1997.0,1
37,gato,medio,1,solo,1.5,,1
22,perro,medio,1,solo,4.6,2299.0,1
18,gato,medio,0,solo,3.1,1459.0,1
47,ambos,bajo,1,familia,3.5,2454.0,1
20,perro,bajo,0,familia,4.7,1729.0,1
62,perro,alto,1,familia,3.6,2623.0,1
31,ambos,medio,1,familia,3.4,3769.0,1
47,perro,medio,0,amigo,3.2,1749.0,1
21,gato,medio,1,solo,2.5,2561.0,1
35,gato,alto,0,solo,3.0,1478.0,0
54,gato,alto,0,solo,2.3,,1
42,gato,bajo,0,solo,3.0,2021.0,0
18,perro,bajo,1,amigo,0.7,1864.0,1
63,gato,bajo,0,solo,3.4,3724.0,1
32,perro,alto,0,amigo,2.9,1785.0,1
26,gato,medio,0,amigo,2.7,2411.0,0
32,perro,medio,0,solo,3.2,649.0,1
41,gato,medio,1,solo,1.6,2302.0,1
21,perro,medio,0,solo,4.9,2799.0,1
29,perro,alto,0,solo,2.9,1631.0,1
54,perro,medio,1,familia,2.9,243.0,0
54,perro,bajo,1,solo,2.0,1973.0,1
60,ambos,bajo,1,amigo,3.0,2012.0,1
23,perro,medio,1,familia,4.4,2507.0,1
56,ambos,alto,0,familia,4.0,3408.0,1
63,ambos,medio,1,familia,3.9,1734.0,1
41,gato,alto,1,solo,3.5,1401.0,1
28,perro,alto,0,solo,2.6,1183.0,0
30,perro,bajo,1,solo,1.5,2139.0,0
51,ambos,bajo,0,solo,2.8,,0
42,perro,bajo,1,familia,2.8,1618.0,1
24,perro,alto,1,amigo,4.0,2545.0,1
21,gato,bajo,1,solo,3.3,,1
25,ambos,medio,1,solo,4.6,2030.0,1
37,ambos,medio,1,solo,4.2,1368.0,1
46,perro,alto,0,amigo,2.5,,1
62,gato,bajo,1,familia,1.2,299.0,1
63,perro,medio,0,familia,4.4,2165.0,1
27,perro,medio,0,familia,4.4,2018.0,1
60,ambos,medio,1,solo,1.6,2132.0,0
51,perro,alto,0,solo,4.5,2353.0,1
43,perro,bajo,0,solo,3.4,2270.0,1
58,perro,alto,1,solo,3.2,1923.0,1
20,ambos,medio,1,familia,4.6,2034.0,1
23,ambos,medio,0,amigo,4.3,1017.0,1
22,gato,medio,0,familia,3.7,1591.0,1
22,ambos,medio,0,solo,3.5,2035.0,1
64,perro,bajo,1,solo,3.6,1485.0,1
40,gato,medio,0,solo,2.6,,0
26,perro,medio,1,amigo,2.9,,1
52,perro,medio,0,familia,2.1,2151.0,0
37,gato,medio,0,solo,2.7,2082.0,0
59,ambos,alto,1,familia,2.6,2522.0,1
52,perro,medio,0,familia,2.4,2631.0,0
35,perro,bajo,1,solo,3.1,2486.0,1
34,perro,medio,0,familia,2.7,,0
41,perro,alto,1,solo,3.5,2836.0,1
20,ambos,alto,1,amigo,1.4,3069.0,1
49,gato,medio,0,familia,2.9,1663.0,0
52,gato,alto,0,familia,3.1,2166.0,1
55,ambos,bajo,0,solo,2.7,1376.0,1
30,perro,medio,1,solo,2.8,,0
64,gato,alto,1,solo,1.4,1483.0,1
42,gato,alto,1,solo,3.4,1622.0,1
26,gato,medio,1,amigo,3.6,1752.0,1
21,ambos,alto,0,familia,3.5,1329.0,1
31,ambos,bajo,0,solo,4.0,1487.0,1
54,perro,alto,0,solo,3.2,1992.0,1
51,ambos,medio,0,solo,3.5,1461.0,1
28,perro,bajo,0,solo,3.2,2380.0,1
58,perro,bajo,1,solo,3.7,2477.0,1
20,perro,medio,1,solo,1.4,3666.0,1
45,perro,bajo,1,familia,2.1,2788.0,0
46,gato,medio,0,solo,4.6,2170.0,0
26,gato,bajo,1,amigo,0.5,1566.0,1
20,ambos,bajo,1,familia,2.9,2206.0,0
42,gato,medio,1,solo,4.2,2229.0,1
51,gato,medio,0,amigo,2.9,1641.0,1
29,perro,medio,0,amigo,2.6,2549.0,0
59,perro,alto,0,amigo,3.1,1021.0,1
26,gato,alto,0,solo,2.6,,1
32,gato,alto,1,solo,3.0,2389.0,1
57,ambos,medio,0,familia,2.3,,1
42,perro,alto,0,familia,4.1,1855.0,1
22,perro,bajo,1,solo,4.4,1904.0,1
28,gato,bajo,1,solo,2.9,1415.0,1
51,perro,medio,1,solo,1.6,,0
41,perro,alto,1,solo,2.5,1287.0,0
32,ambos,bajo,0,amigo,2.8,2223.0,1
55,perro,bajo,0,solo,3.5,2290.0,1
25,gato,bajo,0,solo,2.0,1336.0,1
22,perro,alto,1,familia,2.2,,0
43,perro,medio,1,solo,3.5,1363.0,1
35,perro,bajo,0,familia,3.9,2974.0,1
23,ambos,medio,1,familia,2.4,1203.0,0
54,perro,medio,0,solo,1.7,1542.0,0
30,ambos,medio,1,familia,6.3,,1
45,perro,bajo,0,familia,3.8,1050.0,1
22,ambos,alto,0,solo,2.7,3114.0,1
30,perro,medio,1,solo,3.9,2380.0,1
34,gato,medio,1,amigo,2.9,2098.0,1
57,gato,bajo,1,familia,3.9,1540.0,1
62,ambos,medio,0,amigo,3.2,2635.0,1
49,perro,medio,0,solo,3.1,1423.0,1
46,perro,medio,0,amigo,2.9,2556.0,0
20,perro,bajo,1,solo,1.6,1389.0,0
57,ambos,alto,1,amigo,4.9,1549.0,1
51,gato,bajo,1,familia,2.1,2531.0,1
57,ambos,medio,0,amigo,1.6,2605.0,0
44,perro,alto,1,familia,2.8,2418.0,1
30,perro,medio,1,familia,2.0,1265.0,0
62,perro,alto,1,amigo,2.9,1687.0,1
50,ambos,medio,0,solo,3.7,2110.0,1
23,gato,medio,1,familia,4.0,1406.0,1
41,ambos,alto,1,familia,3.8,2960.0,1
36,perro,bajo,1,solo,2.7,319.0,0
33,gato,medio,1,solo,3.0,1455.0,1
57,gato,alto,0,solo,3.4,1643.0,1
45,perro,medio,1,familia,1.2,9.0,1
50,ambos,medio,1,familia,3.6,1023.0,1
58,ambos,medio,0,solo,1.5,2438.0,1
30,ambos,alto,0,familia,5.0,2021.0,1
60,ambos,alto,0,solo,2.6,3101.0,1
62,perro,medio,1,familia,2.8,,1
42,perro,medio,0,solo,2.2,2303.0,1
59,ambos,alto,1,solo,2.4,2219.0,1
53,perro,bajo,0,solo,5.3,2046.0,1
44,ambos,bajo,1,solo,3.9,141.0,1
55,ambos,alto,0,amigo,1.5,1024.0,0
24,gato,alto,0,amigo,4.5,2070.0,1
22,ambos,alto,1,solo,4.2,2431.0,1
60,perro,medio,1,solo,2.7,2203.0,1
62,perro,bajo,0,solo,3.3,1375.0,1
48,perro,medio,0,familia,3.0,2656.0,1
40,gato,bajo,0,familia,5.0,3038.0,1
59,perro,bajo,1,solo,2.2,2657.0,1
27,perro,alto,1,amigo,3.1,2693.0,1
49,ambos,bajo,1,solo,2.6,1609.0,0
60,ambos,alto,1,familia,1.6,2753.0,1
47,perro,medio,1,familia,5.2,2102.0,1
56,perro,medio,0,amigo,1.8,2358.0,0
48,ambos,bajo,1,familia,3.2,,1
35,perro,medio,1,familia,1.3,1915.0,0
53,perro,bajo,0,familia,2.6,1398.0,0
19,perro,alto,0,amigo,3.4,1943.0,1
31,gato,alto,0,solo,2.2,2691.0,1
30,perro,medio,0,solo,3.6,1691.0,1
46,ambos,bajo,1,solo,2.7,,1
29,gato,alto,1,amigo,4.2,2516.0,1
56,gato,medio,1,solo,4.4,1791.0,1
19,perro,bajo,1,solo,2.4,2972.0,0
49,gato,medio,1,solo,3.1,1751.0,1
30,gato,alto,1,solo,3.2,3057.0,1
63,ambos,bajo,0,amigo,3.6,2304.0,1
44,ambos,bajo,0,familia,3.0,,1
58,gato,alto,1,familia,3.2,1379.0,1
34,ambos,bajo,0,amigo,2.8,1938.0,1
57,ambos,bajo,0,amigo,3.1,1857.0,1
48,ambos,medio,1,solo,4.3,1119.0,1
51,perro,alto,1,solo,3.6,1848.0,1
41,perro,medio,0,familia,3.7,,1
62,perro,alto,1,solo,3.7,2410.0,1
52,gato,medio,1,solo,2.8,2914.0,1
23,gato,bajo,0,familia,3.3,1141.0,0
36,gato,alto,0,solo,1.9,3199.0,1
47,ambos,medio,1,solo,4.3,1910.0,1
24,ambos,bajo,0,solo,0.2,1317.0,0
27,ambos,medio,0,solo,2.9,2530.0,0
58,perro,medio,1,solo,4.1,1687.0,1
49,gato,bajo,1,solo,1.6,,1
51,perro,bajo,0,amigo,3.4,1717.0,1
45,perro,medio,0,familia,2.3,1428.0,0
32,perro,alto,0,solo,2.6,2507.0,1
47,perro,medio,1,familia,3.9,1800.0,1
54,gato,alto,0,solo,3.2,994.0,0
46,ambos,bajo,1,solo,1.0,2386.0,0
39,perro,bajo,1,solo,2.0,,0
21,ambos,bajo,0,amigo,4.0,1193.0,1
37,gato,bajo,1,solo,3.4,2835.0,1
49,perro,bajo,1,amigo,4.7,1163.0,1
53,gato,alto,1,familia,4.7,378.0,1
21,perro,alto,0,amigo,2.7,2436.0,1
